mse,mae,acc,f1,ser,div
0.96875,0.671875,0.453125,0.2476585236793368,0.2109375,1.7180585664106172
1.109375,0.71875,0.453125,0.3126873927140949,0.28125,1.8197598852609984
1.2421875,0.7734375,0.4140625,0.2718899491040097,0.296875,1.8799402639128573
1.0859375,0.6953125,0.4765625,0.3018928783634665,0.2421875,1.8589507920470527
0.984375,0.734375,0.3671875,0.1968388831112768,0.28125,1.824439319121716
1.1484375,0.7578125,0.40625,0.3047610164573228,0.28125,1.8753616146950016
0.84375,0.59375,0.5078125,0.3829345794392523,0.1875,1.678869723467475
1.3203125,0.7734375,0.453125,0.2320025021502854,0.2890625,1.915806518871652
1.40625,0.78125,0.4453125,0.2392195767195767,0.3046875,1.920773015495049
1.375,0.828125,0.40625,0.2820604952856474,0.3046875,1.970070321170904
1.3125,0.8125,0.390625,0.2003352192362093,0.1875,1.712777965680735
0.9921875,0.7109375,0.40625,0.3031339031339031,0.2578125,1.8032185095432447
1.1015625,0.7265625,0.4296875,0.2888310417722183,0.2421875,1.899383186175338
1.4921875,0.8359375,0.4140625,0.1977824566340375,0.2578125,1.873968763840908
1.015625,0.71875,0.4140625,0.2501259376631465,0.265625,1.801821633548596
1.0546875,0.7109375,0.4375,0.2799351570473823,0.28125,1.862731895182279
1.0859375,0.7265625,0.421875,0.2637636674607538,0.1640625,1.7267052638932694
1.4765625,0.8984375,0.328125,0.1971399594320486,0.2890625,1.9216627319514192
1.2421875,0.7890625,0.3984375,0.2232703190253787,0.2265625,1.793801704679757
1.25,0.796875,0.3984375,0.2314642220524573,0.28125,1.832133844617268
1.140625,0.71875,0.453125,0.2910907811400422,0.234375,1.8256209265835432
0.9609375,0.6484375,0.46875,0.2835591449267662,0.2265625,1.764798359654972
1.015625,0.6875,0.4375,0.2521377000203698,0.2109375,1.7642539674779154
1.1484375,0.7578125,0.40625,0.2865491159608807,0.2265625,1.784037885952448
1.0078125,0.6796875,0.46875,0.3119104791266925,0.2421875,1.8603436925237848
1.1953125,0.7734375,0.40625,0.1954263565891472,0.1953125,1.7768743265008244
1.0234375,0.7265625,0.3984375,0.3030363279332351,0.265625,1.7902265050435593
1.3828125,0.8046875,0.421875,0.2158117213323163,0.2890625,1.908586981281428
1.265625,0.765625,0.4296875,0.2502643229756571,0.2421875,1.8800080473974283
1.0234375,0.6953125,0.453125,0.338046207665398,0.28125,1.9049587875795224
1.0,0.6875,0.4375,0.3139653414882772,0.1953125,1.7944720026778078
0.984375,0.734375,0.390625,0.2372906178489702,0.203125,1.787577385709561
1.2890625,0.8203125,0.3828125,0.1785034013605442,0.2109375,1.8158452520516464
0.8125,0.625,0.4609375,0.3229046311399252,0.265625,1.815777520497313
1.1953125,0.7734375,0.3828125,0.2323474397942482,0.2734375,1.7982999063731897
0.9765625,0.7109375,0.40625,0.2096195316071092,0.140625,1.6470925840730892
1.015625,0.703125,0.421875,0.2635667189952904,0.2734375,1.8285292067789725
1.359375,0.859375,0.3515625,0.2184778012684989,0.3125,1.931320710861897
1.2109375,0.8203125,0.3515625,0.2277966146768253,0.2265625,1.858835093652949
1.0390625,0.7265625,0.40625,0.2914682539682539,0.234375,1.7671155156248823
0.921875,0.65625,0.4609375,0.3370118508942038,0.28125,1.8091897568227289
1.1953125,0.7734375,0.40625,0.3227675137286289,0.328125,1.8997587091834087
1.21875,0.765625,0.421875,0.2250221043324491,0.265625,1.7846075371217862
1.09375,0.71875,0.4453125,0.3505492264953997,0.25,1.7887960358900004
1.1171875,0.7265625,0.421875,0.2948761235570561,0.265625,1.844096856012424
1.0234375,0.7265625,0.40625,0.2647957420335937,0.2890625,1.878938563797404
1.171875,0.75,0.4296875,0.3375193184069744,0.28125,1.8780329606535944
1.125,0.765625,0.390625,0.2719000599899476,0.2734375,1.8335558751681449
1.2734375,0.8046875,0.3671875,0.2739205608959106,0.25,1.7942272452742565
1.203125,0.8125,0.3515625,0.2422027534418022,0.234375,1.843615536593624
1.0625,0.6875,0.46875,0.3327738299436412,0.2890625,1.84731862347991
1.0390625,0.6953125,0.4453125,0.3462077144178006,0.296875,1.8556486234663263
1.1796875,0.7109375,0.4765625,0.3041428293097646,0.28125,1.869956698351224
1.40625,0.890625,0.3203125,0.2185383244206774,0.2421875,1.8236700952134008
1.2421875,0.8203125,0.3671875,0.2180822825891809,0.234375,1.8392793490577448
0.984375,0.71875,0.3984375,0.2966977285963891,0.2578125,1.8775706676668296
1.1015625,0.6796875,0.4921875,0.3413300441977592,0.296875,1.849225267968996
1.1484375,0.7421875,0.4296875,0.2851632222045733,0.2109375,1.7783298144520143
1.203125,0.796875,0.3671875,0.2466150742710434,0.25,1.8398661020648928
1.3671875,0.8515625,0.34375,0.2163789053323936,0.2578125,1.830088585278453
0.875,0.640625,0.4609375,0.3969097164233942,0.265625,1.87517533239075
1.0390625,0.7421875,0.390625,0.2597749329708093,0.234375,1.753545120728362
1.234375,0.78125,0.40625,0.2364130655305335,0.203125,1.751188078592104
1.203125,0.78125,0.390625,0.2617972164905832,0.21875,1.7663493170388591
1.1875,0.75,0.4375,0.32998112998113,0.28125,1.901748384595644
1.2265625,0.8046875,0.3828125,0.2538976817472645,0.265625,1.881647728060369
0.90625,0.640625,0.4765625,0.3886569322882879,0.21875,1.808379768065152
1.1875,0.78125,0.375,0.2258843480071798,0.2578125,1.8553827278665649
1.171875,0.734375,0.4296875,0.332991299129913,0.265625,1.8298093139384368
1.0703125,0.6953125,0.4609375,0.2717582417582417,0.234375,1.850887054956862
1.1171875,0.7421875,0.421875,0.2453282828282828,0.2109375,1.8133714677369848
1.1953125,0.7265625,0.4609375,0.3140696477102007,0.2890625,1.9273189431871296
1.2421875,0.8046875,0.3984375,0.3569892506306818,0.296875,1.936240334746464
1.234375,0.78125,0.390625,0.2402237762237762,0.2890625,1.794188267326697
1.03125,0.6875,0.453125,0.3158720330237358,0.2734375,1.8690623275076343
1.3359375,0.8203125,0.3984375,0.2629793303273119,0.3046875,1.8736714372312144
1.140625,0.734375,0.4375,0.3178355213052962,0.2734375,1.769097415606935
1.03125,0.71875,0.421875,0.2554025865665415,0.265625,1.7663418477263289
0.9453125,0.6796875,0.4453125,0.269527027027027,0.2109375,1.673912704937197
1.3984375,0.8203125,0.40625,0.2439665471923536,0.234375,1.8065018528106285
0.9921875,0.7421875,0.375,0.2744014028375577,0.265625,1.8784486145537795
1.234375,0.765625,0.421875,0.2409748667174409,0.21875,1.713587383910691
1.0234375,0.7421875,0.3828125,0.2276137944742596,0.265625,1.83979055515611
1.15625,0.71875,0.4453125,0.2689125944852549,0.2265625,1.7731442827790842
1.15625,0.765625,0.3984375,0.2846767267819899,0.25,1.8289411832935296
0.9921875,0.6640625,0.4765625,0.3579251592183922,0.2421875,1.8334706951968351
1.5390625,0.8515625,0.421875,0.2517451289684744,0.265625,1.8696414156967305
1.5078125,0.8515625,0.390625,0.2351128600316991,0.2734375,1.79371159633922
1.2265625,0.7890625,0.3984375,0.2854255797704845,0.25,1.8321039020577392
1.2265625,0.8203125,0.34375,0.2336842826204527,0.28125,1.8583893432114504
1.265625,0.84375,0.34375,0.2365999539912583,0.25,1.8316574658645552
1.1328125,0.7734375,0.390625,0.2461609620721554,0.2578125,1.871270801079912
1.1484375,0.7421875,0.421875,0.2759201963085458,0.2578125,1.842933819422679
0.9921875,0.6953125,0.4296875,0.2558298065725566,0.2265625,1.7650582824084255
1.25,0.78125,0.4140625,0.3108444187391556,0.2890625,1.8902538597574736
1.2109375,0.7890625,0.390625,0.3089373132777388,0.28125,1.8731251894820888
1.0546875,0.7109375,0.4296875,0.242649991314921,0.1875,1.6828569750135665
1.203125,0.78125,0.390625,0.2453679653679653,0.21875,1.8481280610702744
0.9609375,0.6484375,0.5078125,0.3017326732673268,0.21875,1.75065087757601
0.953125,0.71875,0.390625,0.2421882086167801,0.265625,1.869534033825352
0.9609375,0.7109375,0.40625,0.240101893684514,0.2109375,1.7301344224142534
1.171875,0.75,0.4140625,0.2860347581221368,0.2734375,1.919769881276843
1.3125,0.796875,0.40625,0.2909641540415776,0.2421875,1.858286326503592
1.40625,0.78125,0.453125,0.2389057631084562,0.2265625,1.8363609284478133
0.9609375,0.6796875,0.4453125,0.3536298098154723,0.3203125,1.8687715400720504
1.21875,0.71875,0.484375,0.3409726942458689,0.2578125,1.8488887982195104
1.359375,0.828125,0.3828125,0.244325497379052,0.21875,1.8705934065402885
1.3828125,0.8515625,0.375,0.2603270223752151,0.25,1.872496819964452
1.546875,0.921875,0.3359375,0.2486502860435444,0.3359375,2.0086084808486704
1.421875,0.890625,0.328125,0.2204064356695935,0.1796875,1.788634955978004
1.3359375,0.8515625,0.3515625,0.2101010101010101,0.2421875,1.8477783524015097
1.1953125,0.7734375,0.390625,0.226974358974359,0.203125,1.7383918879913651
1.140625,0.78125,0.375,0.2659608277900961,0.2890625,1.8493714861554644
0.9453125,0.6796875,0.4375,0.2749473035555509,0.2109375,1.833531524308949
1.21875,0.75,0.4453125,0.2788673050615594,0.28125,1.8746613817021345
1.1875,0.765625,0.40625,0.2754357458863029,0.2890625,1.8873012630415853
0.9921875,0.7265625,0.390625,0.1722990271377368,0.1953125,1.7649990743684538
0.8359375,0.6484375,0.4453125,0.3249540603361202,0.21875,1.7283746275745395
1.1484375,0.7578125,0.390625,0.2780505209076637,0.328125,1.8964915542062493
1.0703125,0.7109375,0.4453125,0.2725164690382081,0.3046875,1.901664964751475
1.40625,0.84375,0.390625,0.2578734671125975,0.2578125,1.9431230355549296
1.484375,0.859375,0.3984375,0.2176362297496318,0.2578125,1.8146790295483388
0.984375,0.671875,0.4609375,0.3143770208286336,0.234375,1.7841553158407346
1.2734375,0.7578125,0.453125,0.2812573568753344,0.25,1.786587751193588
1.1875,0.765625,0.4140625,0.2864741641337386,0.21875,1.766506311417878
1.0859375,0.7421875,0.3984375,0.2518030687612906,0.2890625,1.8273105785085229
1.1640625,0.7265625,0.453125,0.2574659805603202,0.1875,1.7635175073711669
1.078125,0.734375,0.4140625,0.236052253874036,0.1796875,1.6379356336787425
1.255813953488372,0.7441860465116279,0.4186046511627907,0.2664253393665158,0.20930232558139536,1.712785149660435
